transaction_id,transaction_timestamp,product_id,store_id,quantity,unit_price,discount_amount,campaign_id,last_modified_timestamp
TXN00069853,2025-03-07 17:07:48,P0220,S027,1,9.6,0.0,,2025-03-07 17:07:48
TXN00080451,2025-03-16 15:54:17,P0068,S024,2,2.61,0.0,,2025-03-16 15:54:17
TXN00011317,2025-01-11 15:37:47,P0034,S013,1,8.6,0.0,,2025-01-11 15:37:47
TXN00041694,2025-02-09 14:42:59,P0204,S006,1,9.5,0.0,,2025-02-09 14:42:59
TXN00090091,2025-03-26 18:17:44,P0142,S006,4,3.76,0.0,,2025-03-26 18:17:44
TXN00066384,2025-03-04 08:51:33,P0170,S018,2,3.55,0.0,,2025-03-04 08:51:33
TXN00009917,2025-01-10 14:24:01,P0059,S001,4,18.92,0.0,,2025-01-10 14:24:01
TXN00030718,2025-01-31 13:05:26,P0215,S018,2,9.02,0.0,,2025-01-31 13:05:26
TXN00061000,2025-02-28 12:16:55,P0203,S020,1,7.59,0.0,,2025-02-28 12:16:55
TXN00107912,2025-04-10 16:34:44,P0079,S027,1,5.38,0.0,,2025-04-10 16:34:44
TXN00090952,2025-03-27 09:22:28,P0197,S001,1,26.06,0.0,,2025-03-27 09:22:28
TXN00088844,2025-03-24 13:49:42,P0172,S008,3,3.79,0.0,,2025-03-24 13:49:42
TXN00033947,2025-02-02 12:10:56,P0189,S014,3,4.66,0.0,,2025-02-02 12:10:56
TXN00131197,2025-04-30 21:28:26,P0103,S015,1,2.38,0.0,,2025-04-30 21:28:26
TXN00122154,2025-04-22 19:54:12,P0207,S023,2,13.18,0.0,,2025-04-22 19:54:12
TXN00091399,2025-03-27 18:53:20,P0131,S013,2,2.12,0.0,,2025-03-27 18:53:20
TXN00009800,2025-01-10 18:43:26,P0041,S024,1,6.71,0.0,,2025-01-10 18:43:26
TXN00055153,2025-02-22 11:51:24,P0197,S013,3,26.56,0.0,,2025-02-22 11:51:24
TXN00103727,2025-04-06 17:38:04,P0064,S011,2,19.76,0.0,,2025-04-06 17:38:04
TXN00058884,2025-02-26 16:49:17,P0084,S004,1,16.26,0.96,,2025-02-26 16:49:17
TXN00034460,2025-02-02 20:00:15,P0015,S014,1,7.18,0.0,,2025-02-02 20:00:15
TXN00054248,2025-02-22 16:15:18,P0150,S004,1,15.18,0.0,,2025-02-22 16:15:18
TXN00011366,2025-01-11 12:39:38,P0187,S008,2,5.21,0.0,,2025-01-11 12:39:38
TXN00070565,2025-03-08 13:24:54,P0161,S013,2,2.98,0.89,C011,2025-03-08 13:24:54
TXN00073459,2025-03-10 17:28:35,P0086,S027,1,17.83,1.29,,2025-03-10 17:28:35
TXN00055240,2025-02-22 13:01:28,P0115,S015,1,7.07,0.0,,2025-02-22 13:01:28
TXN00065266,2025-03-03 16:37:07,P0068,S013,3,2.5,3.0,C036,2025-03-03 16:37:07
TXN00091629,2025-03-27 17:52:59,P0068,S015,2,2.55,0.0,,2025-03-27 17:52:59
TXN00095871,2025-03-30 18:15:44,P0218,S014,1,6.83,0.0,,2025-03-30 18:15:44
TXN00008447,2025-01-09 12:22:14,P0096,S015,1,16.15,0.0,,2025-01-09 12:22:14
TXN00061948,2025-03-01 10:50:02,P0087,S018,5,12.72,19.08,C029,2025-03-01 10:50:02
TXN00104180,2025-04-06 12:03:02,P0203,S014,3,7.33,1.16,,2025-04-06 12:03:02
TXN00066103,2025-03-04 17:32:42,P0198,S012,3,11.83,0.0,,2025-03-04 17:32:42
TXN00097855,2025-04-01 19:04:31,P0003,S003,5,11.73,0.0,,2025-04-01 19:04:31
TXN00054409,2025-02-22 19:02:43,P0082,S008,1,13.5,0.0,,2025-02-22 19:02:43
TXN00002664,2025-01-03 16:11:07,P0217,S009,1,8.99,0.0,,2025-01-03 16:11:07
TXN00033487,2025-02-02 18:04:13,P0205,S006,1,16.03,0.0,,2025-02-02 18:04:13
TXN00049425,2025-02-16 18:27:49,P0129,S006,2,8.46,0.0,,2025-02-16 18:27:49
TXN00123344,2025-04-23 13:17:17,P0161,S022,1,2.91,0.0,,2025-04-23 13:17:17
TXN00119496,2025-04-20 20:23:13,P0150,S003,3,14.97,0.0,,2025-04-20 20:23:13
TXN00093877,2025-03-29 13:13:57,P0084,S027,3,16.26,7.32,C028,2025-03-29 13:13:57
TXN00026068,2025-01-26 18:49:34,P0020,S008,2,7.95,0.0,,2025-02-16 18:49:34
TXN00067904,2025-03-06 14:40:14,P0068,S001,4,2.6,4.16,C036,2025-03-06 14:40:14
TXN00128170,2025-04-27 12:53:33,P0068,S001,1,2.61,0.0,,2025-04-27 12:53:33
TXN00015328,2025-01-16 16:01:37,P0068,S011,1,2.56,0.0,,2025-01-16 16:01:37
TXN00096979,2025-03-31 10:11:45,P0068,S022,2,2.58,0.0,,2025-03-31 10:11:45
TXN00036756,2025-02-05 17:14:35,P0172,S023,1,3.79,0.0,,2025-02-05 17:14:35
TXN00110770,2025-04-12 19:38:05,P9392,S018,2,17.51,0.0,,2025-04-12 19:38:05
TXN00098546,2025-04-02 14:39:04,P0102,S014,4,8.07,0.0,,2025-04-02 14:39:04
TXN00056893,2025-02-23 19:24:23,P0146,S014,2,1.9,0.0,,2025-02-23 19:24:23
TXN00075090,2025-03-12 16:21:34,P0172,S006,1,3.71,0.0,,2025-03-12 16:21:34
TXN00093623,2025-03-29 20:02:02,P0203,S001,1,7.35,0.0,,2025-03-29 20:02:02
TXN00062089,2025-03-01 18:31:10,P0068,S001,3,2.61,3.13,C036,2025-03-01 18:31:10
TXN00059756,2025-02-27 19:27:51,P0093,S028,2,4.87,0.0,,2025-02-27 19:27:51
TXN00090531,2025-03-26 20:02:03,P0039,S005,1,2.74,0.0,,2025-03-26 20:02:03
TXN00085166,2025-03-21 17:27:41,P0161,S001,2,2.85,0.0,,2025-03-21 17:27:41
TXN00066919,2025-03-05 18:59:48,P0146,S023,1,1.85,0.05,,2025-03-05 18:59:48
TXN00037373,2025-02-05 11:58:45,P0121,S014,1,4.2,0.0,,2025-02-05 11:58:45
TXN00041229,2025-02-09 12:44:25,P0054,S027,3,6.57,0.0,,2025-02-09 12:44:25
TXN00059484,2025-02-26 13:40:38,P0150,S006,1,14.98,0.0,,2025-02-26 13:40:38
TXN00121395,2025-04-21 20:43:45,P0136,S028,2,26.85,0.0,,2025-04-21 20:43:45
TXN00075078,2025-03-12 20:29:48,P0068,S027,2,2.53,0.0,,2025-03-12 20:29:48
TXN00131846,2025-04-30 12:06:11,P0130,S022,2,12.79,0.0,,2025-04-30 12:06:11
TXN00023757,2025-01-24 20:28:54,P0176,S008,2,2.84,0.0,,2025-01-24 20:28:54
TXN00059711,2025-02-27 19:18:52,P0068,S011,2,2.48,1.98,C036,2025-02-27 19:18:52
TXN00085938,2025-03-22 11:53:10,P0168,S002,1,8.9,0.0,,2025-03-22 11:53:10
TXN00115913,2025-04-17 10:13:10,P0068,S014,2,2.48,0.0,,2025-04-17 10:13:10
TXN00049077,2025-02-16 13:14:35,P0150,S018,2,15.21,0.0,,2025-02-16 13:14:35
TXN00018752,2025-01-19 19:56:33,P0171,S017,1,9.8,0.0,,2025-01-19 19:56:33
TXN00090106,2025-03-26 13:51:29,P0102,S004,2,7.81,0.0,,2025-03-26 13:51:29
TXN00070068,2025-03-08 15:53:29,P0068,S027,1,2.56,0.0,,2025-03-08 15:53:29
TXN00052878,2025-02-20 13:30:23,P0048,S027,2,3.45,0.0,,2025-02-20 13:30:23
TXN00101645,2025-04-04 17:50:24,P0084,S012,1,15.74,2.36,C028,2025-04-04 17:50:24
TXN00094088,2025-03-29 21:26:34,P0210,S024,3,11.49,1.82,,2025-03-29 21:26:34
TXN00045272,2025-02-13 11:20:25,P0201,S018,1,9.68,0.0,,2025-02-13 11:20:25
TXN00044974,2025-02-13 14:55:01,P0150,S014,1,14.6,0.0,,2025-02-13 14:55:01
TXN00018840,2025-01-19 19:16:55,P0074,S003,2,3.59,0.0,,2025-01-19 19:16:55
TXN00061598,2025-02-28 17:31:34,P0193,S028,3,9.11,0.0,,2025-02-28 17:31:34
TXN00066839,2025-03-04 13:24:26,P0081,S013,2,3.42,0.0,,2025-03-04 13:24:26
TXN00023993,2025-01-24 19:32:52,P0079,S024,2,5.4,0.0,,2025-01-24 19:32:52
TXN00035770,2025-02-03 12:54:00,P0020,S001,1,7.73,0.0,,2025-02-03 12:54:00
TXN00105556,2025-04-07 08:51:00,P0010,S005,1,9.03,0.0,,2025-04-07 08:51:00
TXN00002614,2025-01-03 11:55:13,P0025,S018,2,1.41,0.0,,2025-01-03 11:55:13
TXN00066382,2025-03-04 21:31:59,P0116,S001,2,12.17,0.0,,2025-03-04 21:31:59
TXN00084306,2025-03-21 13:11:38,P0080,S008,2,7.49,0.0,,2025-03-21 13:11:38
TXN00108624,2025-04-11 13:31:31,P0068,S006,3,2.5,0.0,,2025-04-11 13:31:31
TXN00093226,2025-03-29 18:43:24,P0075,S001,1,7.96,0.0,,2025-03-29 18:43:24
TXN00031043,2025-01-31 13:28:23,P0017,S006,3,17.69,0.0,,2025-01-31 13:28:23
TXN00083707,2025-03-20 14:23:07,P0197,S014,4,26.22,0.0,,2025-03-20 14:23:07
TXN00099780,2025-04-03 13:27:19,P0146,S015,4,1.84,0.0,,2025-04-03 13:27:19
TXN00082717,,P0150,S018,1,14.54,0.0,,2025-03-19 19:34:26
TXN00054526,2025-02-22 10:21:27,P0068,S004,2,2.57,0.0,,2025-02-22 10:21:27
TXN00012929,2025-01-13 18:21:33,P0093,S006,3,4.72,0.0,,2025-01-13 18:21:33
TXN00067474,2025-03-05 16:17:23,P0131,S016,3,2.19,0.5,,2025-03-05 16:17:23
TXN00044575,2025-02-12 19:36:17,P0199,S018,5,2.68,0.0,,2025-02-12 19:36:17
TXN00047620,2025-02-15 17:40:19,P0049,S024,5,10.39,7.79,C001,2025-02-15 17:40:19
TXN00087822,2025-03-23 20:48:57,P0188,S001,2,9.34,0.0,,2025-03-23 20:48:57
TXN00024992,2025-01-25 17:53:24,P0131,S011,1,2.17,0.0,,2025-01-25 17:53:24
TXN00120483,2025-04-20 10:59:18,P0150,S015,1,14.8,0.0,,2025-04-20 10:59:18
TXN00020298,2025-01-20 10:15:17,P0015,S006,1,7.07,0.0,,2025-01-20 10:15:17
TXN00093078,2025-03-28 21:05:54,P0139,S004,1,2.43,0.0,,2025-03-28 21:05:54
TXN00112180,2025-04-13 17:09:14,P0007,S015,3,9.04,0.0,,2025-04-13 17:09:14
TXN00002210,2025-01-03 18:06:10,P0127,S003,2,15.14,0.0,,2025-01-03 18:06:10
TXN00116228,2025-04-17 20:18:22,P0150,S026,1,15.28,0.0,,2025-04-17 20:18:22
TXN00048190,2025-02-15 12:49:42,P0068,S017,2,2.58,0.0,,2025-02-15 12:49:42
TXN00125281,2025-04-25 19:08:12,P0124,S018,2,9.96,0.0,,2025-04-25 19:08:12
TXN00109656,2025-04-11 14:30:43,P0150,S006,2,15.14,0.0,,2025-04-11 14:30:43
TXN00053727,2025-02-21 15:53:15,P0087,S007,2,13.01,0.0,,2025-02-21 15:53:15
TXN00044540,2025-02-12 20:56:17,P0013,S001,1,5.25,0.0,,2025-02-12 20:56:17
TXN00112396,2025-04-13 21:59:24,P0088,S013,2,12.47,0.0,,2025-04-13 21:59:24
TXN00056721,2025-02-23 12:34:30,P0146,S008,2,1.82,0.0,,2025-02-23 12:34:30
TXN00104652,2025-04-06 18:46:36,P0011,S021,2,5.02,0.0,,2025-04-06 18:46:36
TXN00092472,2025-03-28 17:50:14,P0041,S013,2,6.46,0.0,,2025-03-28 17:50:14
TXN00025164,2025-01-25 13:08:21,P0079,S026,3,5.42,0.0,,2025-01-25 13:08:21
TXN00032308,2025-02-01 11:07:35,P0113,S002,2,14.52,0.0,,2025-02-01 11:07:35
TXN00032363,2025-02-01 11:33:02,P0158,S018,1,2.99,0.25,,2025-02-01 11:33:02
TXN00117208,2025-04-18 19:44:46,P0213,S022,1,2.06,0.0,,2025-04-18 19:44:46
TXN00007907,2025-01-08 16:12:37,P0150,S024,1,15.24,0.0,,2025-01-08 16:12:37
TXN00118902,2025-04-19 20:02:44,P0186,S018,4,2.87,0.0,,2025-04-19 20:02:44
TXN00030714,2025-01-31 09:00:07,P0202,S022,1,7.45,0.0,,2025-01-31 09:00:07
TXN00066643,2025-03-04 20:52:38,P0029,S012,2,3.8,0.0,,2025-03-04 20:52:38
TXN00107002,2025-04-09 12:08:17,P0068,S012,3,2.63,0.0,,2025-04-09 12:08:17
TXN00062289,2025-03-01 11:25:48,P0068,S015,3,2.57,3.08,C036,2025-03-01 11:25:48
TXN00011143,2025-01-11 21:32:40,P0026,S022,2,17.45,0.0,,2025-01-11 21:32:40
TXN00094815,2025-03-29 11:37:13,P0131,S016,1,2.17,0.1,,2025-03-29 11:37:13
TXN00093832,2025-03-29 15:04:21,P0079,S023,2,5.23,0.0,,2025-03-29 15:04:21
TXN00121711,2025-04-22 15:18:58,P0038,S001,4,13.48,0.0,,2025-04-22 15:18:58
TXN00077058,2025-03-14 18:03:35,P0150,S003,2,14.94,0.0,,2025-03-14 18:03:35
TXN00077423,2025-03-14 09:42:55,P0090,S003,2,4.34,0.0,,2025-03-14 09:42:55
TXN00128819,2025-04-27 11:30:22,P0068,S022,2,2.52,0.0,,2025-04-27 11:30:22
TXN00095985,2025-03-30 13:17:16,P0172,S015,2,3.68,0.0,,2025-03-30 13:17:16
TXN00011590,2025-01-12 18:34:37,P0093,S021,4,4.73,0.0,,2025-01-12 18:34:37
TXN00109469,2025-04-11 19:26:32,P0185,S007,1,3.84,0.0,,2025-04-11 19:26:32
TXN00056821,2025-02-23 13:02:35,P0113,S023,1,14.62,0.0,,2025-02-23 13:02:35
TXN00031839,2025-02-01 16:22:48,P0072,S008,1,12.03,0.0,,2025-02-01 16:22:48
TXN00086806,2025-03-23 13:43:05,P0048,S006,3,3.52,1.06,C002,2025-03-23 13:43:05
TXN00023119,2025-01-24 11:09:46,P0068,S006,1,2.48,0.0,,2025-01-24 11:09:46
TXN00102262,2025-04-05 17:13:21,P0037,S009,2,17.12,0.0,,2025-04-05 17:13:21
TXN00046672,2025-02-14 16:48:03,P0068,S027,1,2.62,0.0,,2025-02-14 16:48:03
TXN00104637,2025-04-06 12:11:39,P0210,S007,1,11.63,0.0,,2025-04-06 12:11:39
TXN00039508,2025-02-08 19:44:09,P0176,S013,1,2.86,0.0,,2025-02-08 19:44:09
TXN00088340,2025-03-24 16:44:42,P0161,S015,1,2.96,0.0,,2025-03-24 16:44:42
TXN00025704,2025-01-26 13:48:48,P0013,S019,1,5.2,0.0,,2025-01-26 13:48:48
TXN00055672,2025-02-22 13:26:04,P0121,S027,2,4.08,0.0,,2025-02-22 13:26:04
TXN00016657,2025-01-17 13:37:37,P0150,S018,1,15.05,0.0,,2025-01-17 13:37:37
TXN00005621,2025-01-05 15:59:50,P0199,S028,4,2.64,0.0,,2025-01-05 15:59:50
TXN00104814,2025-04-07 12:57:57,P0098,S001,3,15.2,0.0,,2025-04-07 12:57:57
TXN00053725,2025-02-21 19:11:12,P0068,S028,2,2.48,0.0,,2025-02-21 19:11:12
TXN00118409,2025-04-19 17:07:45,P0152,S018,1,7.34,0.0,,2025-04-19 17:07:45
TXN00002574,2025-01-03 20:42:38,P0089,S004,3,5.1,0.0,,2025-01-03 20:42:38
TXN00027781,2025-01-28 16:19:11,P0203,S023,2,7.6,0.0,,2025-01-28 16:19:11
TXN00109907,2025-04-12 17:46:02,P0150,S026,1,15.34,0.0,,2025-04-12 17:46:02
TXN00007911,2025-01-08 20:00:01,P0046,S024,3,9.41,0.0,,2025-01-08 20:00:01
TXN00072034,2025-03-09 13:35:27,P0003,S001,0,11.7,0.0,,2025-03-09 13:35:27
TXN00003865,2025-01-04 16:40:36,P0032,S006,1,8.42,0.0,,2025-01-04 16:40:36
TXN00083398,2025-03-20 20:08:43,P0020,S006,4,7.84,0.0,,2025-03-20 20:08:43
TXN00116818,2025-04-18 13:05:43,P0069,S024,1,10.34,0.0,,2025-04-18 13:05:43
TXN00100120,2025-04-03 18:08:11,P0146,S010,6,1.82,0.0,,2025-04-03 18:08:11
TXN00017855,2025-01-18 13:24:13,P0130,S012,4,12.86,0.0,,2025-01-18 13:24:13
TXN00052513,2025-02-20 13:34:06,P0207,S008,2,13.26,0.0,,2025-02-20 13:34:06
TXN00124685,2025-04-25 19:27:05,P0053,S015,1,7.45,0.41,,2025-04-25 19:27:05
TXN00053191,2025-02-21 19:03:57,P0150,S018,1,14.84,0.0,,2025-02-21 19:03:57
TXN00069924,2025-03-08 16:04:12,P0064,S008,2,19.54,0.0,,2025-03-08 16:04:12
TXN00035223,2025-02-03 13:25:47,P0079,S015,2,5.36,0.0,,2025-02-03 13:25:47
TXN00016169,2025-01-17 14:18:44,P0079,S024,1,5.37,0.0,,2025-01-17 14:18:44
TXN00054727,2025-02-22 18:42:52,P0164,S024,1,7.63,0.0,,2025-02-22 18:42:52
TXN00031541,2025-01-31 14:38:36,P0125,S008,2,11.93,1.51,,2025-01-31 14:38:36
TXN00014932,2025-01-15 18:48:07,P0208,S004,2,9.01,0.0,,2025-01-15 18:48:07
TXN00038878,2025-02-07 12:13:01,P0132,S015,1,12.87,0.0,,2025-02-07 12:13:01
TXN00003379,2025-01-04 19:33:09,P0102,S015,2,7.87,0.0,,2025-01-04 19:33:09
TXN00105350,2025-04-07 16:41:27,P0079,S021,1,5.48,0.18,,2025-04-07 16:41:27
TXN00123269,2025-04-23 16:56:01,P0079,S015,3,5.26,0.0,,2025-04-23 16:56:01
TXN00081739,2025-03-18 16:31:39,P0204,S014,2,9.28,1.37,,2025-03-18 16:31:39
TXN00129816,2025-04-28 10:50:11,P0139,S023,1,2.38,0.0,,2025-04-28 10:50:11
TXN00109951,2025-04-12 20:20:01,P0071,S018,3,25.74,15.44,C013,2025-04-12 20:20:01
TXN00004136,2025-01-04 14:19:20,P0068,S028,2,2.56,0.0,,2025-01-04 14:19:20
TXN00010304,2025-01-11 19:53:34,P0172,S014,1,3.68,0.0,,2025-01-11 19:53:34
TXN00044049,2025-02-12 09:48:35,P0121,S013,2,4.01,0.0,,2025-02-12 09:48:35
TXN00012425,2025-01-12 13:12:23,P0150,S020,1,14.57,0.0,,2025-01-12 13:12:23
TXN00077938,2025-03-15 15:07:55,P0150,S013,4,14.68,0.0,,2025-03-15 15:07:55
TXN00057190,2025-02-24 17:40:59,P0071,S012,3,25.79,0.0,,2025-02-24 17:40:59
TXN00066694,2025-03-04 20:48:51,P0068,S022,2,2.55,2.04,C036,2025-03-04 20:48:51
TXN00005259,2025-01-05 18:11:35,P0085,S024,2,7.83,0.0,,2025-01-05 18:11:35
TXN00119820,2025-04-20 16:47:14,P0120,S026,1,9.29,0.0,,2025-04-20 16:47:14
TXN00090524,2025-03-26 19:15:49,P0205,S027,3,15.75,0.0,,2025-03-26 19:15:49
TXN00007043,2025-01-07 13:39:44,P0146,S018,2,1.87,0.0,,2025-01-07 13:39:44
TXN00084701,2025-03-21 16:31:22,P0065,S015,2,1.23,0.0,,2025-03-21 16:31:22
TXN00001558,2025-01-02 21:24:56,P0099,S023,4,6.62,0.0,,2025-01-02 21:24:56
TXN00118896,2025-04-19 20:59:43,P0135,S023,3,1.36,0.0,,2025-04-19 20:59:43
TXN00048367,2025-02-16 20:46:16,P0079,S026,1,5.32,0.0,,2025-02-16 20:46:16
TXN00013628,2025-01-14 16:41:58,P0147,S018,2,12.22,0.0,,2025-01-14 16:41:58
TXN00041220,2025-02-09 13:45:23,P0171,S026,2,9.66,0.0,,2025-02-09 13:45:23
TXN00114939,2025-04-16 10:30:11,P0071,S008,1,26.82,0.0,,2025-04-16 10:30:11
TXN00068976,2025-03-07 17:35:39,P0073,S014,1,6.75,0.0,,2025-03-07 17:35:39
TXN00016909,2025-01-17 11:44:02,P0143,S027,3,4.41,0.0,,2025-01-17 11:44:02
TXN00030525,2025-01-30 18:10:23,P0172,S007,2,3.64,0.0,,2025-01-30 18:10:23
TXN00016168,2025-01-17 13:03:00,P0125,S014,5,11.28,0.0,,2025-01-17 13:03:00
TXN00131106,2025-04-30 10:48:06,P0057,S018,1,11.76,0.0,,2025-04-30 10:48:06
TXN00043536,2025-02-11 13:28:07,P0196,S016,1,4.42,0.0,,2025-02-11 13:28:07
TXN00093143,2025-03-29 17:25:41,P0131,S006,3,2.16,0.0,,2025-03-29 17:25:41
TXN00048790,2025-02-16 21:59:24,P0190,S011,3,11.95,0.0,,2025-02-16 21:59:24
TXN00041986,2025-02-09 20:10:54,P0161,S008,1,2.99,0.0,,2025-02-09 20:10:54
TXN00100835,2025-04-04 13:13:47,P0146,S012,2,1.89,0.0,,2025-04-04 13:13:47
TXN00043480,2025-02-11 17:37:11,P0008,S011,3,4.34,0.0,,2025-02-11 17:37:11
TXN00102997,2025-04-05 19:22:36,P0130,S023,2,13.23,11.1,C032,2025-04-16 19:22:36
TXN00059114,2025-02-26 11:44:39,P0025,S027,1,1.41,0.0,,2025-02-26 11:44:39
TXN00044442,2025-02-12 17:05:37,P0115,S015,2,7.0,0.0,,2025-02-12 17:05:37
TXN00107615,2025-04-10 12:18:30,P0079,S015,1,5.33,0.0,,2025-04-10 12:18:30
TXN00128027,2025-04-27 18:03:27,P0207,S027,1,13.54,0.0,,2025-04-27 18:03:27
TXN00093500,2025-03-29 11:45:53,P0068,S024,5,2.54,0.0,,2025-03-29 11:45:53
TXN00115231,2025-04-16 20:15:47,P0068,S027,1,2.63,0.0,,2025-04-16 20:15:47
TXN00019673,2025-01-19 11:16:52,P0150,S026,1,14.71,0.0,,2025-01-19 11:16:52
TXN00075258,2025-03-12 12:31:37,P0172,S004,2,3.76,0.0,,2025-03-12 12:31:37
TXN00039326,2025-02-07 13:30:00,P0150,S008,1,15.18,0.0,,2025-02-07 13:30:00
TXN00003444,2025-01-04 17:51:22,P0178,S007,3,5.63,0.0,,2025-01-04 17:51:22
TXN00097160,2025-03-31 15:01:57,P0068,S015,3,2.5,0.0,,2025-03-31 15:01:57
TXN00105419,2025-04-07 21:59:24,P0068,S028,1,2.54,0.0,,2025-04-07 21:59:24
TXN00027253,2025-01-27 16:49:22,P0151,S006,2,10.22,0.0,,2025-01-27 16:49:22
TXN00074589,2025-03-12 09:07:13,P0020,S004,1,8.04,0.0,,2025-03-12 09:07:13
TXN00034843,2025-02-02 18:06:20,P0205,S006,1,15.73,0.0,,2025-02-02 18:06:20
TXN00102473,2025-04-05 14:34:10,P0093,S026,2,4.83,0.0,,2025-04-05 14:34:10
TXN00057151,2025-02-24 18:31:14,P0079,S014,3,5.3,0.0,,2025-02-24 18:31:14
TXN00102306,2025-04-05 12:11:00,P0146,S001,1,1.8,0.0,,2025-04-05 12:11:00
TXN00060447,2025-02-27 15:30:29,P0218,S009,1,6.7,0.0,,2025-02-27 15:30:29
TXN00019781,2025-01-19 20:26:00,P0068,S025,2,2.62,0.0,,2025-01-19 20:26:00
TXN00091644,2025-03-27 16:42:37,P0089,S023,1,5.37,0.0,,2025-03-27 16:42:37
TXN00093992,2025-03-29 21:48:46,P0135,S010,1,1.39,0.0,,2025-03-29 21:48:46
TXN00003608,2025-01-04 19:09:43,P0210,S018,1,11.88,0.0,,2025-01-04 19:09:43
TXN00047178,2025-02-15 19:20:24,P0087,S022,2,13.11,0.0,,2025-02-15 19:20:24
TXN00036195,2025-02-04 16:42:37,P0197,S003,1,25.99,0.0,,2025-02-04 16:42:37
TXN00015014,2025-01-15 13:11:37,P0139,S018,1,2.46,0.0,,2025-01-15 13:11:37
TXN00085295,2025-03-22 13:09:40,P0146,S001,2,1.88,0.0,,2025-03-22 13:09:40
TXN00105476,2025-04-07 13:28:04,P0068,S004,2,2.57,0.0,,2025-04-07 13:28:04
TXN00025338,2025-01-25 12:16:10,P0079,S027,1,5.37,0.0,,2025-01-25 12:16:10
TXN00051710,2025-02-19 13:11:08,P0140,S008,2,13.18,0.0,,2025-02-19 13:11:08
TXN00075314,2025-03-12 14:42:13,P0084,S023,6,15.76,14.18,C028,2025-03-12 14:42:13
TXN00018809,2025-01-19 15:54:17,P0013,S023,1,5.14,0.0,,2025-01-19 15:54:17
TXN00067412,2025-03-05 15:44:26,P0137,S015,1,2.9,0.0,,2025-03-05 15:44:26
TXN00116433,2025-04-17 12:24:38,P0205,S024,2,15.54,0.0,,2025-04-17 12:24:38
TXN00018509,2025-01-19 14:53:56,P0213,S015,2,2.09,0.0,,2025-01-19 14:53:56
TXN00081257,2025-03-17 18:47:50,P0149,S014,5,3.5,4.38,C010,2025-03-17 18:47:50
TXN00004735,2025-01-05 10:05:14,P0172,S007,1,3.7,0.0,,2025-01-05 10:05:14
TXN00045990,2025-02-14 13:34:18,P0142,S018,2,3.89,0.0,,2025-02-14 13:34:18
TXN00083550,2025-03-20 21:49:44,P0111,S015,2,15.07,0.0,,2025-03-20 21:49:44
TXN00102237,2025-04-05 18:41:25,P0079,S018,1,5.39,0.0,,2025-04-05 18:41:25
TXN00075244,2025-03-12 19:56:19,P0025,S013,4,1.43,0.0,,2025-03-12 19:56:19
TXN00018591,2025-01-19 20:33:37,P0160,S006,5,4.24,0.0,,2025-01-19 20:33:37
TXN00074224,2025-03-11 15:43:27,P0118,S022,3,9.75,0.0,,2025-03-11 15:43:27
