inventory_id,snapshot_date,product_id,store_id,stock_quantity,last_modified_timestamp
INV00000088,2025-01-19,P0139,S001,38,2025-01-19 23:00:00
INV00000089,2025-01-26,P0139,S001,32,2025-01-26 23:00:00
INV00000090,2025-02-02,P0139,S001,29,2025-02-02 23:00:00
INV00000091,2025-02-09,P0139,S001,26,2025-02-09 23:00:00
INV00000092,2025-02-16,P0139,S001,22,2025-02-16 23:00:00
INV00000093,2025-02-23,P0139,S001,18,2025-02-23 23:00:00
INV00000094,2025-03-02,P0139,S001,14,2025-03-02 23:00:00
INV00000095,2025-03-09,P0139,S001,28,2025-03-09 23:00:00
INV00000096,2025-03-16,P0139,S001,24,2025-03-16 23:00:00
INV00000097,2025-03-23,P0139,S001,20,2025-03-23 23:00:00
INV00000098,2025-03-30,P0139,S001,42,2025-03-30 23:00:00
INV00000099,2025-04-06,P0139,S001,37,2025-04-06 23:00:00
INV00000100,2025-04-13,P0139,S001,25,2025-04-13 23:00:00
INV00000101,2025-04-20,P0139,S001,13,2025-04-20 23:00:00
INV00000102,2025-04-27,P0139,S001,13,2025-04-27 23:00:00
INV00000103,2025-01-05,P0167,S001,7,2025-01-05 23:00:00
INV00000104,2025-01-12,P0167,S001,17,2025-01-12 23:00:00
INV00000105,2025-01-19,P0167,S001,17,2025-01-19 23:00:00
INV00000106,2025-01-26,P0167,S001,17,2025-01-26 23:00:00
INV00000107,2025-02-02,P0167,S001,15,2025-02-02 23:00:00
INV00000108,2025-02-09,P0167,S001,15,2025-02-09 23:00:00
INV00000109,2025-02-16,P0167,S001,15,2025-02-16 23:00:00
INV00000110,2025-02-23,P0167,S001,12,2025-02-23 23:00:00
INV00000111,2025-03-02,P0167,S001,10,2025-03-02 23:00:00
INV00000112,2025-03-09,P0167,S001,10,2025-03-09 23:00:00
INV00000113,2025-03-16,P0167,S001,10,2025-03-16 23:00:00
INV00000114,2025-03-23,P0167,S001,9,2025-03-23 23:00:00
INV00000115,2025-03-30,P0167,S001,6,2025-03-30 23:00:00
INV00000116,2025-04-06,P0167,S001,18,2025-04-06 23:00:00
INV00000117,2025-04-13,P0167,S001,13,2025-04-13 23:00:00
INV00000118,2025-04-20,P0167,S001,10,2025-04-20 23:00:00
INV00000119,2025-04-27,P0167,S001,7,2025-04-27 23:00:00
INV00000120,2025-01-05,P0197,S001,48,2025-01-05 23:00:00
INV00000121,2025-01-12,P0197,S001,33,2025-01-12 23:00:00
INV00000122,2025-01-19,P0197,S001,91,2025-01-19 23:00:00
INV00000123,2025-01-26,P0197,S001,72,2025-01-26 23:00:00
INV00000124,2025-02-02,P0197,S001,69,2025-02-02 23:00:00
INV00000125,2025-02-09,P0197,S001,62,2025-02-09 23:00:00
INV00000126,2025-02-16,P0197,S001,49,2025-02-16 23:00:00
INV00000127,2025-02-23,P0197,S001,36,2025-02-23 23:00:00
INV00000128,2025-03-02,P0197,S001,95,2025-03-02 23:00:00
INV00000129,2025-03-09,P0197,S001,88,2025-03-09 23:00:00
INV00000130,2025-03-16,P0197,S001,78,2025-03-16 23:00:00
INV00000131,2025-03-23,P0197,S001,65,2025-03-23 23:00:00
INV00000132,2025-03-30,P0197,S001,46,2025-03-30 23:00:00
INV00000133,2025-04-06,P0197,S001,26,2025-04-06 23:00:00
INV00000134,2025-04-13,P0197,S001,70,2025-04-13 23:00:00
INV00000135,2025-04-20,P0197,S001,54,2025-04-20 23:00:00
INV00000136,2025-04-27,P0197,S001,45,2025-04-27 23:00:00
INV00000137,2025-01-05,P0117,S001,12,2025-01-05 23:00:00
INV00000138,2025-01-12,P0117,S001,12,2025-01-12 23:00:00
INV00000139,2025-01-19,P0117,S001,12,2025-01-19 23:00:00
INV00000140,2025-01-26,P0117,S001,12,2025-01-26 23:00:00
INV00000141,2025-02-02,P0117,S001,12,2025-02-02 23:00:00
INV00000142,2025-02-09,P0117,S001,11,2025-02-09 23:00:00
INV00000143,2025-02-16,P0117,S001,11,2025-02-16 23:00:00
INV00000144,2025-02-23,P0117,S001,11,2025-02-23 23:00:00
INV00000145,2025-03-02,P0117,S001,9,2025-03-02 23:00:00
INV00000146,2025-03-09,P0117,S001,9,2025-03-09 23:00:00
INV00000147,2025-03-16,P0117,S001,8,2025-03-16 23:00:00
INV00000148,2025-03-23,P0117,S001,8,2025-03-23 23:00:00
INV00000149,2025-03-30,P0117,S001,5,2025-03-30 23:00:00
INV00000150,2025-04-06,P0117,S001,2,2025-04-06 23:00:00
INV00000151,2025-04-13,P0117,S001,13,2025-04-13 23:00:00
INV00000152,2025-04-20,P0117,S001,13,2025-04-20 23:00:00
INV00000153,2025-04-27,P0117,S001,13,2025-04-27 23:00:00
INV00000154,2025-01-05,P0065,S001,17,2025-01-05 23:00:00
INV00000155,2025-01-12,P0065,S001,11,2025-01-12 23:00:00
INV00000156,2025-01-19,P0065,S001,36,2025-01-19 23:00:00
INV00000157,2025-01-26,P0065,S001,32,2025-01-26 23:00:00
INV00000158,2025-02-02,P0065,S001,24,2025-02-02 23:00:00
INV00000159,2025-02-09,P0065,S001,19,2025-02-09 23:00:00
INV00000160,2025-02-16,P0065,S001,14,2025-02-16 23:00:00
INV00000161,2025-02-23,P0065,S001,39,2025-02-23 23:00:00
INV00000162,2025-03-02,P0065,S001,35,2025-03-02 23:00:00
INV00000163,2025-03-09,P0065,S001,30,2025-03-09 23:00:00
INV00000164,2025-03-16,P0065,S001,20,2025-03-16 23:00:00
INV00000165,2025-03-23,P0065,S001,19,2025-03-23 23:00:00
INV00000166,2025-03-30,P0065,S001,12,2025-03-30 23:00:00
INV00000167,2025-04-06,P0065,S001,41,2025-04-06 23:00:00
INV00000168,2025-04-13,P0065,S001,40,2025-04-13 23:00:00
INV00000169,2025-04-20,P0065,S001,32,2025-04-20 23:00:00
INV00000170,2025-04-27,P0065,S001,32,2025-04-27 23:00:00
INV00000171,2025-01-05,P0191,S001,11,2025-01-05 23:00:00
INV00000172,2025-01-12,P0191,S001,9,2025-01-12 23:00:00
INV00000173,2025-01-19,P0191,S001,9,2025-01-19 23:00:00
INV00000174,2025-01-26,P0191,S001,13,2025-01-26 23:00:00
INV00000175,2025-02-02,P0191,S001,12,2025-02-02 23:00:00
INV00000176,2025-02-09,P0191,S001,12,2025-02-09 23:00:00
INV00000177,2025-02-16,P0191,S001,12,2025-02-16 23:00:00
INV00000178,2025-02-23,P0191,S001,11,2025-02-23 23:00:00
INV00000179,2025-03-02,P0191,S001,10,2025-03-02 23:00:00
INV00000180,2025-03-09,P0191,S001,10,2025-03-09 23:00:00
INV00000181,2025-03-16,P0191,S001,10,2025-03-16 23:00:00
INV00000182,2025-03-23,P0191,S001,10,2025-03-23 23:00:00
INV00000183,2025-03-30,P0191,S001,10,2025-03-30 23:00:00
INV00000184,2025-04-06,P0191,S001,10,2025-04-06 23:00:00
INV00000185,2025-04-13,P0191,S001,6,2025-04-13 23:00:00
INV00000186,2025-04-20,P0191,S001,6,2025-04-20 23:00:00
INV00000187,2025-04-27,P0191,S001,6,2025-04-27 23:00:00
INV00000188,2025-01-05,P0082,S001,13,2025-01-05 23:00:00
INV00000189,2025-01-12,P0082,S001,10,2025-01-12 23:00:00
INV00000190,2025-01-19,P0082,S001,22,2025-01-19 23:00:00
INV00000191,2025-01-26,P0082,S001,22,2025-01-26 23:00:00
INV00000192,2025-02-02,P0082,S001,11,2025-02-02 23:00:00
INV00000193,2025-02-09,P0082,S001,11,2025-02-09 23:00:00
INV00000194,2025-02-16,P0082,S001,11,2025-02-16 23:00:00
INV00000195,2025-02-23,P0082,S001,6,2025-02-23 23:00:00
INV00000196,2025-03-02,P0082,S001,25,2025-03-02 23:00:00
INV00000197,2025-03-09,P0082,S001,20,2025-03-09 23:00:00
INV00000198,2025-03-16,P0082,S001,13,2025-03-16 23:00:00
INV00000199,2025-03-23,P0082,S001,13,2025-03-23 23:00:00
INV00000200,2025-03-30,P0082,S001,13,2025-03-30 23:00:00
INV00000201,2025-04-06,P0082,S001,13,2025-04-06 23:00:00
INV00000202,2025-04-13,P0082,S001,8,2025-04-13 23:00:00
INV00000203,2025-04-20,P0082,S001,23,2025-04-20 23:00:00
INV00000204,2025-04-27,P0082,S001,23,2025-04-27 23:00:00
INV00000205,2025-01-05,P0123,S001,6,2025-01-05 23:00:00
INV00000206,2025-01-12,P0123,S001,20,2025-01-12 23:00:00
INV00000207,2025-01-19,P0123,S001,18,2025-01-19 23:00:00
INV00000208,2025-01-26,P0123,S001,14,2025-01-26 23:00:00
INV00000209,2025-02-02,P0123,S001,9,2025-02-02 23:00:00
INV00000210,2025-02-09,P0123,S001,7,2025-02-09 23:00:00
INV00000211,2025-02-16,P0123,S001,24,2025-02-16 23:00:00
INV00000212,2025-02-23,P0123,S001,22,2025-02-23 23:00:00
INV00000213,2025-03-02,P0123,S001,22,2025-03-02 23:00:00
INV00000214,2025-03-09,P0123,S001,22,2025-03-09 23:00:00
INV00000215,2025-03-16,P0123,S001,17,2025-03-16 23:00:00
INV00000216,2025-03-23,P0123,S001,16,2025-03-23 23:00:00
INV00000217,2025-03-30,P0123,S001,9,2025-03-30 23:00:00
INV00000218,2025-04-06,P0123,S001,9,2025-04-06 23:00:00
INV00000219,2025-04-13,P0123,S001,9,2025-04-13 23:00:00
INV00000220,2025-04-20,P0123,S001,9,2025-04-20 23:00:00
INV00000221,2025-04-27,P0123,S001,8,2025-04-27 23:00:00
INV00000222,2025-01-05,P0148,S001,12,2025-01-05 23:00:00
INV00000223,2025-01-12,P0148,S001,12,2025-01-12 23:00:00
INV00000224,2025-01-19,P0148,S001,12,2025-01-19 23:00:00
INV00000225,2025-01-26,P0148,S001,12,2025-01-26 23:00:00
INV00000226,2025-02-02,P0148,S001,9,2025-02-02 23:00:00
INV00000227,2025-02-09,P0148,S001,8,2025-02-09 23:00:00
INV00000228,2025-02-16,P0148,S001,7,2025-02-16 23:00:00
INV00000229,2025-02-23,P0148,S001,4,2025-02-23 23:00:00
INV00000230,2025-03-02,P0148,S001,4,2025-03-02 23:00:00
INV00000231,2025-03-09,P0148,S001,3,2025-03-09 23:00:00
INV00000232,2025-03-16,P0148,S001,3,2025-03-16 23:00:00
INV00000233,2025-03-23,P0148,S001,3,2025-03-23 23:00:00
INV00000234,2025-03-30,P0148,S001,3,2025-03-30 23:00:00
INV00000235,2025-04-06,P0148,S001,3,2025-04-06 23:00:00
INV00000236,2025-04-13,P0148,S001,13,2025-04-13 23:00:00
INV00000237,2025-04-20,P0148,S001,10,2025-04-20 23:00:00
INV00000238,2025-04-27,P0148,S001,10,2025-04-27 23:00:00
INV00000239,2025-01-05,P0084,S001,24,2025-01-05 23:00:00
INV00000240,2025-01-12,P0084,S001,22,2025-01-12 23:00:00
INV00000241,2025-01-19,P0084,S001,18,2025-01-19 23:00:00
INV00000242,2025-01-26,P0084,S001,15,2025-01-26 23:00:00
INV00000243,2025-02-02,P0084,S001,52,2025-02-02 23:00:00
INV00000244,2025-02-09,P0084,S001,50,2025-02-09 23:00:00
INV00000245,2025-02-16,P0084,S001,49,2025-02-16 23:00:00
INV00000246,2025-02-23,P0084,S001,47,2025-02-23 23:00:00
INV00000247,2025-03-02,P0084,S001,40,2025-03-02 23:00:00
INV00000248,2025-03-09,P0084,S001,19,2025-03-09 23:00:00
INV00000249,2025-03-16,P0084,S001,43,2025-03-16 23:00:00
INV00000250,2025-03-23,P0084,S001,22,2025-03-23 23:00:00
INV00000251,2025-03-30,P0084,S001,52,2025-03-30 23:00:00
INV00000252,2025-04-06,P0084,S001,48,2025-04-06 23:00:00
INV00000253,2025-04-13,P0084,S001,41,2025-04-13 23:00:00
INV00000254,2025-04-20,P0084,S001,37,2025-04-20 23:00:00
INV00000255,2025-04-27,P0084,S001,33,2025-04-27 23:00:00
INV00000256,2025-01-05,P0111,S001,16,2025-01-05 23:00:00
INV00000257,2025-01-12,P0111,S001,14,2025-01-12 23:00:00
INV00000258,2025-01-19,P0111,S001,34,2025-01-19 23:00:00
INV00000259,2025-01-26,P0111,S001,32,2025-01-26 23:00:00
INV00000260,2025-02-02,P0111,S001,28,2025-02-02 23:00:00
INV00000261,2025-02-09,P0111,S001,19,2025-02-09 23:00:00
INV00000262,2025-02-16,P0111,S001,17,2025-02-16 23:00:00
INV00000263,2025-02-23,P0111,S001,17,2025-02-23 23:00:00
INV00000264,2025-03-02,P0111,S001,12,2025-03-02 23:00:00
INV00000265,2025-03-09,P0111,S001,33,2025-03-09 23:00:00
INV00000266,2025-03-16,P0111,S001,25,2025-03-16 23:00:00
INV00000267,2025-03-23,P0111,S001,17,2025-03-23 23:00:00
INV00000268,2025-03-30,P0111,S001,12,2025-03-30 23:00:00
INV00000269,2025-04-06,P0111,S001,34,2025-04-06 23:00:00
INV00000270,2025-04-13,P0111,S001,32,2025-04-13 23:00:00
INV00000271,2025-04-20,P0111,S001,27,2025-04-20 23:00:00
INV00000272,2025-04-27,P0111,S001,24,2025-04-27 23:00:00
INV00000273,2025-01-05,P0209,S001,12,2025-01-05 23:00:00
INV00000274,2025-01-12,P0209,S001,12,2025-01-12 23:00:00
INV00000275,2025-01-19,P0209,S001,10,2025-01-19 23:00:00
INV00000276,2025-01-26,P0209,S001,9,2025-01-26 23:00:00
INV00000277,2025-02-02,P0209,S001,9,2025-02-02 23:00:00
INV00000278,2025-02-09,P0209,S001,6,2025-02-09 23:00:00
INV00000279,2025-02-16,P0209,S001,6,2025-02-16 23:00:00
INV00000280,2025-02-23,P0209,S001,6,2025-02-23 23:00:00
INV00000281,2025-03-02,P0209,S001,14,2025-03-02 23:00:00
INV00000282,2025-03-09,P0209,S001,11,2025-03-09 23:00:00
INV00000283,2025-03-16,P0209,S001,11,2025-03-16 23:00:00
INV00000284,2025-03-23,P0209,S001,11,2025-03-23 23:00:00
INV00000285,2025-03-30,P0209,S001,11,2025-03-30 23:00:00
INV00000286,2025-04-06,P0209,S001,4,2025-04-06 23:00:00
INV00000287,2025-04-13,P0209,S001,4,2025-04-13 23:00:00
INV00000288,2025-04-20,P0209,S001,4,2025-04-20 23:00:00
INV00000289,2025-04-27,P0209,S001,4,2025-04-27 23:00:00
INV00000290,2025-01-05,P0017,S001,11,2025-01-05 23:00:00
INV00000291,2025-01-12,P0017,S001,11,2025-01-12 23:00:00
INV00000292,2025-01-19,P0017,S001,11,2025-01-19 23:00:00
INV00000293,2025-01-26,P0017,S001,11,2025-01-26 23:00:00
INV00000294,2025-02-02,P0017,S001,11,2025-02-02 23:00:00
INV00000295,2025-02-09,P0017,S001,11,2025-02-09 23:00:00
INV00000296,2025-02-16,P0017,S001,7,2025-02-16 23:00:00
INV00000297,2025-02-23,P0017,S001,5,2025-02-23 23:00:00
INV00000298,2025-03-02,P0017,S001,5,2025-03-02 23:00:00
INV00000299,2025-03-09,P0017,S001,13,2025-03-09 23:00:00
INV00000300,2025-03-16,P0017,S001,13,2025-03-16 23:00:00
INV00000301,2025-03-23,P0017,S001,12,2025-03-23 23:00:00
INV00000302,2025-03-30,P0017,S001,10,2025-03-30 23:00:00
INV00000303,2025-04-06,P0017,S001,4,2025-04-06 23:00:00
INV00000304,2025-04-13,P0017,S001,4,2025-04-13 23:00:00
INV00000305,2025-04-20,P0017,S001,4,2025-04-20 23:00:00
INV00000306,2025-04-27,P0017,S001,13,2025-04-27 23:00:00
INV00000307,2025-01-05,P0051,S001,20,2025-01-05 23:00:00
INV00000308,2025-01-12,P0051,S001,15,2025-01-12 23:00:00
INV00000309,2025-01-19,P0051,S001,12,2025-01-19 23:00:00
INV00000310,2025-01-26,P0051,S001,20,2025-01-26 23:00:00
INV00000311,2025-02-02,P0051,S001,33,2025-02-02 23:00:00
INV00000312,2025-02-09,P0051,S001,32,2025-02-09 23:00:00
INV00000313,2025-02-16,P0051,S001,26,2025-02-16 23:00:00
INV00000314,2025-02-23,P0051,S001,25,2025-02-23 23:00:00
INV00000315,2025-03-02,P0051,S001,24,2025-03-02 23:00:00
INV00000316,2025-03-09,P0051,S001,19,2025-03-09 23:00:00
INV00000317,2025-03-16,P0051,S001,16,2025-03-16 23:00:00
INV00000318,2025-03-23,P0051,S001,16,2025-03-23 23:00:00
INV00000319,2025-03-30,P0051,S001,15,2025-03-30 23:00:00
INV00000320,2025-04-06,P0051,S001,14,2025-04-06 23:00:00
INV00000321,2025-04-13,P0051,S001,12,2025-04-13 23:00:00
INV00000322,2025-04-20,P0051,S001,29,2025-04-20 23:00:00
INV00000323,2025-04-27,P0051,S001,26,2025-04-27 23:00:00
INV00000324,2025-01-05,P0114,S001,9,2025-01-05 23:00:00
INV00000325,2025-01-12,P0114,S001,9,2025-01-12 23:00:00
INV00000326,2025-01-19,P0114,S001,9,2025-01-19 23:00:00
INV00000327,2025-01-26,P0114,S001,7,2025-01-26 23:00:00
INV00000328,2025-02-02,P0114,S001,4,2025-02-02 23:00:00
INV00000329,2025-02-09,P0114,S001,4,2025-02-09 23:00:00
INV00000330,2025-02-16,P0114,S001,4,2025-02-16 23:00:00
INV00000331,2025-02-23,P0114,S001,19,2025-02-23 23:00:00
INV00000332,2025-03-02,P0114,S001,19,2025-03-02 23:00:00
INV00000333,2025-03-09,P0114,S001,19,2025-03-09 23:00:00
INV00000334,2025-03-16,P0114,S001,17,2025-03-16 23:00:00
INV00000335,2025-03-23,P0114,S001,15,2025-03-23 23:00:00
INV00000336,2025-03-30,P0114,S001,14,2025-03-30 23:00:00
INV00000337,2025-04-06,P0114,S001,11,2025-04-06 23:00:00
INV00000338,2025-04-13,P0114,S001,6,2025-04-13 23:00:00
INV00000339,2025-04-20,P0114,S001,4,2025-04-20 23:00:00
INV00000340,2025-04-27,P0114,S001,17,2025-04-27 23:00:00
INV00000341,2025-01-05,P0141,S001,12,2025-01-05 23:00:00
INV00000342,2025-01-12,P0141,S001,11,2025-01-12 23:00:00
INV00000343,2025-01-19,P0141,S001,8,2025-01-19 23:00:00
INV00000344,2025-01-26,P0141,S001,15,2025-01-26 23:00:00
INV00000345,2025-02-02,P0141,S001,14,2025-02-02 23:00:00
INV00000346,2025-02-09,P0141,S001,11,2025-02-09 23:00:00
INV00000347,2025-02-16,P0141,S001,11,2025-02-16 23:00:00
INV00000348,2025-02-23,P0141,S001,9,2025-02-23 23:00:00
INV00000349,2025-03-02,P0141,S001,9,2025-03-02 23:00:00
INV00000350,2025-03-09,P0141,S001,7,2025-03-09 23:00:00
INV00000351,2025-03-16,P0141,S001,7,2025-03-16 23:00:00
INV00000352,2025-03-23,P0141,S001,7,2025-03-23 23:00:00
INV00000353,2025-03-30,P0141,S001,7,2025-03-30 23:00:00
INV00000354,2025-04-06,P0141,S001,13,2025-04-06 23:00:00
INV00000355,2025-04-13,P0141,S001,13,2025-04-13 23:00:00
INV00000356,2025-04-20,P0141,S001,10,2025-04-20 23:00:00
INV00000357,2025-04-27,P0141,S001,10,2025-04-27 23:00:00
INV00000358,2025-01-05,P0104,S001,12,2025-01-05 23:00:00
INV00000359,2025-01-12,P0104,S001,12,2025-01-12 23:00:00
INV00000360,2025-01-19,P0104,S001,12,2025-01-19 23:00:00
INV00000361,2025-01-26,P0104,S001,12,2025-01-26 23:00:00
INV00000362,2025-02-02,P0104,S001,10,2025-02-02 23:00:00
INV00000363,2025-02-09,P0104,S001,10,2025-02-09 23:00:00
INV00000364,2025-02-16,P0104,S001,8,2025-02-16 23:00:00
INV00000365,2025-02-23,P0104,S001,5,2025-02-23 23:00:00
INV00000366,2025-03-02,P0104,S001,3,2025-03-02 23:00:00
INV00000367,2025-03-09,P0104,S001,3,2025-03-09 23:00:00
INV00000368,2025-03-16,P0104,S001,3,2025-03-16 23:00:00
INV00000369,2025-03-23,P0104,S001,3,2025-03-23 23:00:00
INV00000370,2025-03-30,P0104,S001,3,2025-03-30 23:00:00
INV00000371,2025-04-06,P0104,S001,3,2025-04-06 23:00:00
INV00000372,2025-04-13,P0104,S001,2,2025-04-13 23:00:00
INV00000373,2025-04-20,P0104,S001,13,2025-04-20 23:00:00
INV00000374,2025-04-27,P0104,S001,13,2025-04-27 23:00:00
INV00000375,2025-01-05,P0003,S001,32,2025-01-05 23:00:00
INV00000376,2025-01-12,P0003,S001,24,2025-01-12 23:00:00
INV00000377,2025-01-19,P0003,S001,69,2025-01-19 23:00:00
INV00000378,2025-01-26,P0003,S001,60,2025-01-26 23:00:00
INV00000379,2025-02-02,P0003,S001,55,2025-02-02 23:00:00
INV00000380,2025-02-09,P0003,S001,45,2025-02-09 23:00:00
INV00000381,2025-02-16,P0003,S001,27,2025-02-16 23:00:00
INV00000382,2025-02-23,P0003,S001,55,2025-02-23 23:00:00
INV00000383,2025-03-02,P0003,S001,42,2025-03-02 23:00:00
INV00000384,2025-03-09,P0003,S001,30,2025-03-09 23:00:00
INV00000385,2025-03-16,P0003,S001,69,2025-03-16 23:00:00
INV00000386,2025-03-23,P0003,S001,49,2025-03-23 23:00:00
INV00000387,2025-03-30,P0003,S001,34,2025-03-30 23:00:00
INV00000388,2025-04-06,P0003,S001,23,2025-04-06 23:00:00
INV00000389,2025-04-13,P0003,S001,55,2025-04-13 23:00:00
INV00000390,2025-04-20,P0003,S001,46,2025-04-20 23:00:00
INV00000391,2025-04-27,P0003,S001,43,2025-04-27 23:00:00
INV00000392,2025-01-05,P0105,S001,12,2025-01-05 23:00:00
INV00000393,2025-01-12,P0105,S001,12,2025-01-12 23:00:00
INV00000394,2025-01-19,P0105,S001,12,2025-01-19 23:00:00
INV00000395,2025-01-26,P0105,S001,12,2025-01-26 23:00:00
INV00000396,2025-02-02,P0105,S001,10,2025-02-02 23:00:00
INV00000397,2025-02-09,P0105,S001,10,2025-02-09 23:00:00
